corruption,n_samples,r_l,r_s,r_l_ema,r_s_ema,large_acc_ema,small_acc_ema,large_ent_ema,small_ent_ema,fixed_ts_duo_acc_ema,nuclear_norm_identity_pbs128_duo_acc_ema
brightness/s5,128.0,0.6412286758422852,0.45837876200675964,0.6412286758422852,0.45837876200675964,0.6985518292682927,0.7141768292682926,2.1406717067811547,3.7029563915438763,0.731326219512195,0.7305640243902438
brightness/s5,256.0,0.6276370286941528,0.37148112058639526,0.6405656686643275,0.4541398526691809,0.694413939510454,0.7055401292784492,2.1560146511643157,3.756647996746381,0.7285676263403025,0.7271529631752294
brightness/s5,384.0,0.6954902410507202,0.4810732901096344,0.6432449160978101,0.45545367888578836,0.6989796858985131,0.709009688657062,2.1392133636661566,3.743616215481246,0.7365936107457466,0.7323019970193478
brightness/s5,512.0,0.6732807159423828,0.4679226875305176,0.6447100770658379,0.4560619232099215,0.7008242726065665,0.7074642988979126,2.12209744153418,3.733693860726721,0.7400818750412138,0.7361987432875835
brightness/s5,640.0,0.6838414072990417,0.43641889095306396,0.6466189224430674,0.455103726514465,0.7001323430306886,0.7061031818106633,2.114115909145903,3.7562735055506398,0.741639370575661,0.732939196038319
brightness/s5,768.0,0.6847144365310669,0.5281410217285156,0.6484772402034576,0.4586665214029553,0.6965690325697069,0.7080691192944788,2.090917815258576,3.6936436466650946,0.7416357719485903,0.7299527169388954
brightness/s5,896.0,0.7037123441696167,0.477814644575119,0.65117163551888,0.4596005761918413,0.7017290294696753,0.714346746250388,2.065185711313737,3.679014589080267,0.7469678816976834,0.7341846118168114
brightness/s5,1024.0,0.6666195392608643,0.4569815397262573,0.6519251917989768,0.4594728183154713,0.70266127532622,0.7148402147809876,2.0575610136209823,3.6842602710939985,0.747293663332645,0.7349649283601251
brightness/s5,1152.0,0.6588950157165527,0.4591682255268097,0.6522651832095903,0.45945796013065854,0.7014041045634626,0.7115872794062356,2.0588207350813974,3.683550013107301,0.7454877524859922,0.73357028913489
brightness/s5,1280.0,0.6693167090415955,0.464638888835907,0.6530969649574929,0.4597106883601828,0.693332476526488,0.7106702867203356,2.0524095577807033,3.6802781101781794,0.7407305898460405,0.7269730278252038
brightness/s5,1408.0,0.673600435256958,0.4564031958580017,0.6540971342403936,0.4595493472625154,0.6989120742396123,0.715361841821315,2.037313393328368,3.679711422293397,0.747784787124228,0.7346116747900862
brightness/s5,1536.0,0.6702158451080322,0.4197274446487427,0.6548834128193027,0.4576068154276972,0.6933270463524391,0.7119477164843666,2.0318557768402496,3.7044088542838822,0.7457462291588047,0.7301275177606906
brightness/s5,1664.0,0.6770965456962585,0.493201345205307,0.6559669802767152,0.4593431339534343,0.6958212001796906,0.7082078981396321,2.0247587365373634,3.6689584726262954,0.7469504845630827,0.7328555648506903
brightness/s5,1792.0,0.6876604557037354,0.46586400270462036,0.6575130034682771,0.4596612251120287,0.6956798307396248,0.7069990857051639,2.0051919169488337,3.665115589829518,0.7449913367165072,0.7314386163818559
brightness/s5,1920.0,0.6848654747009277,0.4770137667655945,0.6588472703576748,0.4605076905585441,0.6949756231736878,0.7065931644006866,1.9902617595335885,3.6479441546433637,0.7418058138880472,0.7287808658636543
brightness/s5,2048.0,0.6773837208747864,0.48717227578163147,0.6597514874560704,0.46180840203284107,0.6978519767086133,0.7069137138925903,1.9731272340073867,3.62392102038803,0.7470101980509933,0.730038338476275
brightness/s5,2176.0,0.715029239654541,0.4542517066001892,0.662447963173069,0.4614397827434434,0.7003430140236769,0.7070550320229803,1.9538382663550091,3.6307678118137634,0.7463466753334685,0.7287408166700857
